char,unihan_stroke,unihan_form,form_source,radical_no,residual,unicode_version
购,17,購,char-table:preferred-traditional+unihan:kTraditionalVariant,154,10,17.0.0
贮,12,貯,char-table:preferred-traditional+unihan:kTraditionalVariant,154,5,17.0.0
贯,11,貫,char-table:preferred-traditional+unihan:kTraditionalVariant,154,4,17.0.0
贰,12,貳,char-table:preferred-traditional+unihan:kTraditionalVariant,154,5,17.0.0
贱,15,賤,char-table:preferred-traditional+unihan:kTraditionalVariant,154,8,17.0.0
贲,12,賁,char-table:preferred-traditional+unihan:kTraditionalVariant,154,5,17.0.0
贳,12,貰,char-table:preferred-traditional+unihan:kTraditionalVariant,154,5,17.0.0
贴,12,貼,char-table:preferred-traditional+unihan:kTraditionalVariant,154,5,17.0.0
贵,12,貴,char-table:preferred-traditional+unihan:kTraditionalVariant,154,5,17.0.0
贶,12,貺,char-table:preferred-traditional+unihan:kTraditionalVariant,154,5,17.0.0
贷,12,貸,char-table:preferred-traditional+unihan:kTraditionalVariant,154,5,17.0.0
贸,12,貿,char-table:preferred-traditional+unihan:kTraditionalVariant,154,5,17.0.0
费,12,費,char-table:preferred-traditional+unihan:kTraditionalVariant,154,5,17.0.0
贺,12,賀,char-table:preferred-traditional+unihan:kTraditionalVariant,154,5,17.0.0
贻,12,貽,char-table:preferred-traditional+unihan:kTraditionalVariant,154,5,17.0.0
贼,13,賊,char-table:preferred-traditional+unihan:kTraditionalVariant,154,6,17.0.0
贽,18,贄,char-table:preferred-traditional+unihan:kTraditionalVariant,154,11,17.0.0
贾,13,賈,char-table:preferred-traditional+unihan:kTraditionalVariant,154,6,17.0.0
贿,13,賄,char-table:preferred-traditional+unihan:kTraditionalVariant,154,6,17.0.0
赀,12,貲,char-table:preferred-traditional+unihan:kTraditionalVariant,154,5,17.0.0
赁,13,賃,char-table:preferred-traditional+unihan:kTraditionalVariant,154,6,17.0.0
赂,13,賂,char-table:preferred-traditional+unihan:kTraditionalVariant,154,6,17.0.0
赃,25,贜,char-table:preferred-traditional+unihan:kTraditionalVariant,154,18,17.0.0
资,13,資,char-table:preferred-traditional+unihan:kTraditionalVariant,154,6,17.0.0
赅,13,賅,char-table:preferred-traditional+unihan:kTraditionalVariant,154,6,17.0.0
赆,21,贐,char-table:preferred-traditional+unihan:kTraditionalVariant,154,14,17.0.0
赇,14,賕,char-table:preferred-traditional+unihan:kTraditionalVariant,154,7,17.0.0
赈,14,賑,char-table:preferred-traditional+unihan:kTraditionalVariant,154,7,17.0.0
赉,15,賚,char-table:preferred-traditional+unihan:kTraditionalVariant,154,8,17.0.0
赊,14,賒,char-table:preferred-traditional+unihan:kTraditionalVariant,154,7,17.0.0
赋,15,賦,char-table:preferred-traditional+unihan:kTraditionalVariant,154,8,17.0.0
赌,16,賭,char-table:preferred-traditional+unihan:kTraditionalVariant,154,9,17.0.0
赍,15,賫,char-table:preferred-traditional+unihan:kTraditionalVariant,154,8,17.0.0
赎,22,贖,char-table:preferred-traditional+unihan:kTraditionalVariant,154,15,17.0.0
赏,15,賞,char-table:preferred-traditional+unihan:kTraditionalVariant,154,8,17.0.0
赐,15,賜,char-table:preferred-traditional+unihan:kTraditionalVariant,154,8,17.0.0
赑,21,贔,char-table:preferred-traditional+unihan:kTraditionalVariant,154,14,17.0.0
赒,15,賙,char-table:preferred-traditional+unihan:kTraditionalVariant,154,8,17.0.0
赓,15,賡,char-table:preferred-traditional+unihan:kTraditionalVariant,154,8,17.0.0
赔,15,賠,char-table:preferred-traditional+unihan:kTraditionalVariant,154,8,17.0.0
赕,15,賧,char-table:preferred-traditional+unihan:kTraditionalVariant,154,8,17.0.0
赖,16,賴,char-table:preferred-traditional+unihan:kTraditionalVariant,154,9,17.0.0
赗,16,賵,char-table:preferred-traditional+unihan:kTraditionalVariant,154,9,17.0.0
赘,18,贅,char-table:preferred-traditional+unihan:kTraditionalVariant,154,11,17.0.0
赙,17,賻,char-table:preferred-traditional+unihan:kTraditionalVariant,154,10,17.0.0
赚,17,賺,char-table:preferred-traditional+unihan:kTraditionalVariant,154,10,17.0.0
赛,17,賽,char-table:preferred-traditional+unihan:kTraditionalVariant,154,10,17.0.0
赜,18,賾,char-table:preferred-traditional+unihan:kTraditionalVariant,154,11,17.0.0
赝,19,贋,char-table:preferred-traditional+unihan:kTraditionalVariant,154,12,17.0.0
赞,19,贊,char-table:preferred-traditional+unihan:kTraditionalVariant,154,12,17.0.0
赟,19,贇,char-table:preferred-traditional+unihan:kTraditionalVariant,154,12,17.0.0
赠,19,贈,char-table:preferred-traditional+unihan:kTraditionalVariant,154,12,17.0.0
赡,20,贍,char-table:preferred-traditional+unihan:kTraditionalVariant,154,13,17.0.0
赢,20,贏,char-table:preferred-traditional+unihan:kTraditionalVariant,154,13,17.0.0
赣,24,贛,char-table:preferred-traditional+unihan:kTraditionalVariant,154,17,17.0.0
赤,7,赤,unihan:identity,155,0,17.0.0
赦,11,赦,unihan:identity,155,4,17.0.0
赧,12,赧,unihan:identity,155,5,17.0.0
赪,16,赬,char-table:preferred-traditional+unihan:kTraditionalVariant,155,9,17.0.0
赫,14,赫,unihan:identity,155,7,17.0.0
赭,16,赭,unihan:identity,155,9,17.0.0
走,7,走,unihan:identity,156,0,17.0.0
赳,9,赳,unihan:identity,156,2,17.0.0
赴,9,赴,unihan:identity,156,2,17.0.0
赵,14,趙,char-table:preferred-traditional+unihan:kTraditionalVariant,156,7,17.0.0
赶,14,趕,char-table:preferred-traditional+unihan:kTraditionalVariant,156,7,17.0.0
起,10,起,unihan:identity,156,3,17.0.0
趁,12,趁,unihan:identity,156,5,17.0.0
趄,12,趄,unihan:identity,156,5,17.0.0
超,12,超,unihan:identity,156,5,17.0.0
越,12,越,unihan:identity,156,5,17.0.0
趋,17,趨,char-table:preferred-traditional+unihan:kTraditionalVariant,156,10,17.0.0
趑,13,趑,unihan:identity,156,6,17.0.0
趔,13,趔,unihan:identity,156,6,17.0.0
趟,15,趟,unihan:identity,156,8,17.0.0
趣,15,趣,unihan:identity,156,8,17.0.0
趯,21,趯,unihan:identity,156,14,17.0.0
趱,26,趲,char-table:preferred-traditional+unihan:kTraditionalVariant,156,19,17.0.0
足,7,足,unihan:identity,157,0,17.0.0
趴,9,趴,unihan:identity,157,2,17.0.0
趵,10,趵,unihan:identity,157,3,17.0.0
趸,20,躉,char-table:preferred-traditional+unihan:kTraditionalVariant,157,13,17.0.0
趺,11,趺,unihan:identity,157,4,17.0.0
趼,13,趼,unihan:identity,157,6,17.0.0
趾,11,趾,unihan:identity,157,4,17.0.0
趿,11,趿,unihan:identity,157,4,17.0.0
跂,11,跂,unihan:identity,157,4,17.0.0
跃,21,躍,char-table:preferred-traditional+unihan:kTraditionalVariant,157,14,17.0.0
跄,17,蹌,char-table:preferred-traditional+unihan:kTraditionalVariant,157,10,17.0.0
跆,12,跆,unihan:identity,157,5,17.0.0
跋,12,跋,unihan:identity,157,5,17.0.0
跌,12,跌,unihan:identity,157,5,17.0.0
跎,12,跎,unihan:identity,157,5,17.0.0
跏,12,跏,unihan:identity,157,5,17.0.0
跐,12,跐,unihan:identity,157,5,17.0.0
跑,12,跑,unihan:identity,157,5,17.0.0
跖,12,跖,unihan:identity,157,5,17.0.0
跗,12,跗,unihan:identity,157,5,17.0.0
跚,12,跚,unihan:identity,157,5,17.0.0
跛,12,跛,unihan:identity,157,5,17.0.0
距,12,距,unihan:identity,157,5,17.0.0
跞,22,躒,char-table:preferred-traditional+unihan:kTraditionalVariant,157,15,17.0.0
跟,13,跟,unihan:identity,157,6,17.0.0
跣,13,跣,unihan:identity,157,6,17.0.0
跤,13,跤,unihan:identity,157,6,17.0.0
跨,13,跨,unihan:identity,157,6,17.0.0
跪,13,跪,unihan:identity,157,6,17.0.0
跬,13,跬,unihan:identity,157,6,17.0.0
路,13,路,unihan:identity,157,6,17.0.0
跱,13,跱,unihan:identity,157,6,17.0.0
跳,13,跳,unihan:identity,157,6,17.0.0
践,15,踐,char-table:preferred-traditional+unihan:kTraditionalVariant,157,8,17.0.0
跶,20,躂,char-table:preferred-traditional+unihan:kTraditionalVariant,157,13,17.0.0
跷,19,蹺,char-table:preferred-traditional+unihan:kTraditionalVariant,157,12,17.0.0
跸,18,蹕,char-table:preferred-traditional+unihan:kTraditionalVariant,157,11,17.0.0
跹,23,躚,char-table:preferred-traditional+unihan:kTraditionalVariant,157,16,17.0.0
跺,13,跺,unihan:identity,157,6,17.0.0
跻,21,躋,char-table:preferred-traditional+unihan:kTraditionalVariant,157,14,17.0.0
跽,14,跽,unihan:identity,157,7,17.0.0
踅,14,踅,unihan:identity,157,7,17.0.0
踉,14,踉,unihan:identity,157,7,17.0.0
踊,16,踴,char-table:preferred-traditional+unihan:kTraditionalVariant,157,9,17.0.0
踌,21,躊,char-table:preferred-traditional+unihan:kTraditionalVariant,157,14,17.0.0
踏,15,踏,unihan:identity,157,8,17.0.0
踒,15,踒,unihan:identity,157,8,17.0.0
踔,15,踔,unihan:identity,157,8,17.0.0
踝,15,踝,unihan:identity,157,8,17.0.0
踞,15,踞,unihan:identity,157,8,17.0.0
踟,15,踟,unihan:identity,157,8,17.0.0
踢,15,踢,unihan:identity,157,8,17.0.0
踣,15,踣,unihan:identity,157,8,17.0.0
踦,15,踦,unihan:identity,157,8,17.0.0
踩,15,踩,unihan:identity,157,8,17.0.0
踪,18,蹤,unihan:kTraditionalVariant[17.0.0],157,11,17.0.0
踬,22,躓,unihan:kTraditionalVariant[17.0.0],157,15,17.0.0
踮,15,踮,unihan:identity,157,8,17.0.0
踯,22,躑,char-table:preferred-traditional+unihan:kTraditionalVariant,157,15,17.0.0
踱,16,踱,unihan:identity,157,9,17.0.0
踵,16,踵,unihan:identity,157,9,17.0.0
踶,16,踶,unihan:identity,157,9,17.0.0
踹,16,踹,unihan:identity,157,9,17.0.0
踺,15,踺,unihan:identity,157,8,17.0.0
踽,16,踽,unihan:identity,157,9,17.0.0
蹀,16,蹀,unihan:identity,157,9,17.0.0
蹁,16,蹁,unihan:identity,157,9,17.0.0
蹂,16,蹂,unihan:identity,157,9,17.0.0
蹄,16,蹄,unihan:identity,157,9,17.0.0
蹅,16,蹅,unihan:identity,157,9,17.0.0
蹇,17,蹇,unihan:identity,157,10,17.0.0
蹈,17,蹈,unihan:identity,157,10,17.0.0
蹉,17,蹉,unihan:identity,157,10,17.0.0
蹊,17,蹊,unihan:identity,157,10,17.0.0
蹋,17,蹋,unihan:identity,157,10,17.0.0
蹐,17,蹐,unihan:identity,157,10,17.0.0
蹑,25,躡,char-table:preferred-traditional+unihan:kTraditionalVariant,157,18,17.0.0
蹒,18,蹣,char-table:preferred-traditional+unihan:kTraditionalVariant,157,11,17.0.0
蹙,18,蹙,unihan:identity,157,11,17.0.0
蹚,18,蹚,unihan:identity,157,11,17.0.0
蹜,18,蹜,unihan:identity,157,11,17.0.0
蹢,18,蹢,unihan:identity,157,11,17.0.0
蹦,18,蹦,unihan:identity,157,11,17.0.0
蹩,19,蹩,unihan:identity,157,12,17.0.0
蹬,19,蹬,unihan:identity,157,12,17.0.0
蹭,19,蹭,unihan:identity,157,12,17.0.0
蹯,19,蹯,unihan:identity,157,12,17.0.0
蹰,22,躕,unihan:kTraditionalVariant[17.0.0],157,15,17.0.0
蹲,19,蹲,unihan:identity,157,12,17.0.0
蹴,19,蹴,unihan:identity,157,12,17.0.0
蹶,19,蹶,unihan:identity,157,12,17.0.0
蹼,19,蹼,unihan:identity,157,12,17.0.0
蹽,19,蹽,unihan:identity,157,12,17.0.0
蹾,19,蹾,unihan:identity,157,12,17.0.0
蹿,25,躥,char-table:preferred-traditional+unihan:kTraditionalVariant,157,18,17.0.0
躁,20,躁,unihan:identity,157,13,17.0.0
躅,20,躅,unihan:identity,157,13,17.0.0
躇,20,躇,unihan:identity,157,13,17.0.0
躏,27,躪,char-table:preferred-traditional+unihan:kTraditionalVariant,157,20,17.0.0
躐,22,躐,unihan:identity,157,15,17.0.0
躔,22,躔,unihan:identity,157,15,17.0.0
躜,26,躦,char-table:preferred-traditional+unihan:kTraditionalVariant,157,19,17.0.0
躞,24,躞,unihan:identity,157,17,17.0.0
身,7,身,unihan:identity,158,0,17.0.0
躬,10,躬,unihan:identity,158,3,17.0.0
躯,18,軀,char-table:preferred-traditional+unihan:kTraditionalVariant,158,11,17.0.0
躲,13,躲,unihan:identity,158,6,17.0.0
躺,15,躺,unihan:identity,158,8,17.0.0
车,7,車,char-table:preferred-traditional+unihan:kTraditionalVariant,159,0,17.0.0
轧,8,軋,char-table:preferred-traditional+unihan:kTraditionalVariant,159,1,17.0.0
轨,9,軌,char-table:preferred-traditional+unihan:kTraditionalVariant,159,2,17.0.0
轩,10,軒,char-table:preferred-traditional+unihan:kTraditionalVariant,159,3,17.0.0
轪,10,軑,char-table:preferred-traditional+unihan:kTraditionalVariant,159,3,17.0.0
轫,10,軔,char-table:preferred-traditional+unihan:kTraditionalVariant,159,3,17.0.0
转,18,轉,char-table:preferred-traditional+unihan:kTraditionalVariant,159,11,17.0.0
轭,11,軛,char-table:preferred-traditional+unihan:kTraditionalVariant,159,4,17.0.0
轮,15,輪,char-table:preferred-traditional+unihan:kTraditionalVariant,159,8,17.0.0
软,11,軟,char-table:preferred-traditional+unihan:kTraditionalVariant,159,4,17.0.0
轰,21,轟,char-table:preferred-traditional+unihan:kTraditionalVariant,159,14,17.0.0
轱,12,軲,char-table:preferred-traditional+unihan:kTraditionalVariant,159,5,17.0.0
轲,12,軻,char-table:preferred-traditional+unihan:kTraditionalVariant,159,5,17.0.0
轳,23,轤,char-table:preferred-traditional+unihan:kTraditionalVariant,159,16,17.0.0
轴,12,軸,char-table:preferred-traditional+unihan:kTraditionalVariant,159,5,17.0.0
轵,12,軹,char-table:preferred-traditional+unihan:kTraditionalVariant,159,5,17.0.0
轶,12,軼,char-table:preferred-traditional+unihan:kTraditionalVariant,159,5,17.0.0
轷,12,軤,char-table:preferred-traditional+unihan:kTraditionalVariant,159,5,17.0.0
轸,12,軫,char-table:preferred-traditional+unihan:kTraditionalVariant,159,5,17.0.0
轹,22,轢,char-table:preferred-traditional+unihan:kTraditionalVariant,159,15,17.0.0
轺,12,軺,char-table:preferred-traditional+unihan:kTraditionalVariant,159,5,17.0.0
轻,14,輕,char-table:preferred-traditional+unihan:kTraditionalVariant,159,7,17.0.0
轼,13,軾,char-table:preferred-traditional+unihan:kTraditionalVariant,159,6,17.0.0
载,13,載,char-table:preferred-traditional+unihan:kTraditionalVariant,159,6,17.0.0
轾,13,輊,char-table:preferred-traditional+unihan:kTraditionalVariant,159,6,17.0.0
轿,19,轎,char-table:preferred-traditional+unihan:kTraditionalVariant,159,12,17.0.0
辀,13,輈,char-table:preferred-traditional+unihan:kTraditionalVariant,159,6,17.0.0
辁,13,輇,char-table:preferred-traditional+unihan:kTraditionalVariant,159,6,17.0.0
辂,13,輅,char-table:preferred-traditional+unihan:kTraditionalVariant,159,6,17.0.0
较,13,較,char-table:preferred-traditional+unihan:kTraditionalVariant,159,6,17.0.0
辄,14,輒,char-table:preferred-traditional+unihan:kTraditionalVariant,159,7,17.0.0
辅,14,輔,char-table:preferred-traditional+unihan:kTraditionalVariant,159,7,17.0.0
辆,15,輛,char-table:preferred-traditional+unihan:kTraditionalVariant,159,8,17.0.0
辇,15,輦,char-table:preferred-traditional+unihan:kTraditionalVariant,159,8,17.0.0
辈,15,輩,char-table:preferred-traditional+unihan:kTraditionalVariant,159,8,17.0.0
辉,15,輝,char-table:preferred-traditional+unihan:kTraditionalVariant,159,8,17.0.0
辊,15,輥,char-table:preferred-traditional+unihan:kTraditionalVariant,159,8,17.0.0
辋,15,輞,char-table:preferred-traditional+unihan:kTraditionalVariant,159,8,17.0.0
辌,15,輬,char-table:preferred-traditional+unihan:kTraditionalVariant,159,8,17.0.0
辍,15,輟,char-table:preferred-traditional+unihan:kTraditionalVariant,159,8,17.0.0
辎,15,輜,char-table:preferred-traditional+unihan:kTraditionalVariant,159,8,17.0.0
辏,16,輳,char-table:preferred-traditional+unihan:kTraditionalVariant,159,9,17.0.0
辐,16,輻,char-table:preferred-traditional+unihan:kTraditionalVariant,159,9,17.0.0
辑,16,輯,char-table:preferred-traditional+unihan:kTraditionalVariant,159,9,17.0.0
辒,16,輼,char-table:preferred-traditional+unihan:kTraditionalVariant,159,9,17.0.0
输,16,輸,char-table:preferred-traditional+unihan:kTraditionalVariant,159,9,17.0.0
辔,22,轡,char-table:preferred-traditional+unihan:kTraditionalVariant,159,15,17.0.0
辕,17,轅,char-table:preferred-traditional+unihan:kTraditionalVariant,159,10,17.0.0
辖,17,轄,char-table:preferred-traditional+unihan:kTraditionalVariant,159,10,17.0.0
辗,17,輾,char-table:preferred-traditional+unihan:kTraditionalVariant,159,10,17.0.0
辘,18,轆,char-table:preferred-traditional+unihan:kTraditionalVariant,159,11,17.0.0
辙,19,轍,char-table:preferred-traditional+unihan:kTraditionalVariant,159,12,17.0.0
辚,19,轔,char-table:preferred-traditional+unihan:kTraditionalVariant,159,12,17.0.0
辛,7,辛,unihan:identity,160,0,17.0.0
辜,12,辜,unihan:identity,160,5,17.0.0
辞,19,辭,char-table:preferred-traditional+unihan:kTraditionalVariant,160,12,17.0.0
辟,21,闢,char-table:preferred-traditional+unihan:kTraditionalVariant,169,13,17.0.0
辣,14,辣,unihan:identity,160,7,17.0.0
辨,16,辨,unihan:identity,160,9,17.0.0
辩,21,辯,char-table:preferred-traditional+unihan:kTraditionalVariant,160,14,17.0.0
辫,20,辮,char-table:preferred-traditional+unihan:kTraditionalVariant,160,13,17.0.0
辰,7,辰,unihan:identity,161,0,17.0.0
辱,10,辱,unihan:identity,161,3,17.0.0
边,22,邊,char-table:preferred-traditional+unihan:kTraditionalVariant,162,15,17.0.0
辽,19,遼,char-table:preferred-traditional+unihan:kTraditionalVariant,162,12,17.0.0
达,16,達,char-table:preferred-traditional+unihan:kTraditionalVariant,162,9,17.0.0
辿,10,辿,unihan:identity,162,3,17.0.0
迁,19,遷,char-table:preferred-traditional+unihan:kTraditionalVariant,162,12,17.0.0
迂,10,迂,unihan:identity,162,3,17.0.0
迄,10,迄,unihan:identity,162,3,17.0.0
迅,10,迅,unihan:identity,162,3,17.0.0
过,16,過,char-table:preferred-traditional+unihan:kTraditionalVariant,162,9,17.0.0
迈,20,邁,char-table:preferred-traditional+unihan:kTraditionalVariant,162,13,17.0.0
迎,11,迎,unihan:identity,162,4,17.0.0
运,16,運,char-table:preferred-traditional+unihan:kTraditionalVariant,162,9,17.0.0
近,11,近,unihan:identity,162,4,17.0.0
迓,11,迓,unihan:identity,162,4,17.0.0
返,11,返,unihan:identity,162,4,17.0.0
迕,11,迕,unihan:identity,162,4,17.0.0
还,20,還,char-table:preferred-traditional+unihan:kTraditionalVariant,162,13,17.0.0
这,14,這,char-table:preferred-traditional+unihan:kTraditionalVariant,162,7,17.0.0
进,15,進,char-table:preferred-traditional+unihan:kTraditionalVariant,162,8,17.0.0
远,17,遠,char-table:preferred-traditional+unihan:kTraditionalVariant,162,10,17.0.0
违,16,違,char-table:preferred-traditional+unihan:kTraditionalVariant,162,9,17.0.0
连,14,連,char-table:preferred-traditional+unihan:kTraditionalVariant,162,7,17.0.0
迟,19,遲,char-table:preferred-traditional+unihan:kTraditionalVariant,162,12,17.0.0
迢,12,迢,unihan:identity,162,5,17.0.0
迤,12,迤,unihan:identity,162,5,17.0.0
迥,12,迥,unihan:identity,162,5,17.0.0
迦,12,迦,unihan:identity,162,5,17.0.0
迨,12,迨,unihan:identity,162,5,17.0.0
迩,21,邇,char-table:preferred-traditional+unihan:kTraditionalVariant,162,14,17.0.0
迪,12,迪,unihan:identity,162,5,17.0.0
迫,12,迫,unihan:identity,162,5,17.0.0
迭,12,迭,unihan:identity,162,5,17.0.0
迮,12,迮,unihan:identity,162,5,17.0.0
述,12,述,unihan:identity,162,5,17.0.0
迳,14,逕,char-table:preferred-traditional+unihan:kTraditionalVariant,162,7,17.0.0
迷,13,迷,unihan:identity,162,6,17.0.0
迸,15,迸,unihan:identity,162,8,17.0.0
迹,13,跡,unihan:kTraditionalVariant[17.0.0],157,6,17.0.0
迺,13,迺,unihan:identity,162,6,17.0.0
追,13,追,unihan:identity,162,6,17.0.0
退,13,退,unihan:identity,162,6,17.0.0
送,13,送,unihan:identity,162,6,17.0.0
适,18,適,char-table:preferred-traditional+unihan:kTraditionalVariant,162,11,17.0.0
逃,13,逃,unihan:identity,162,6,17.0.0
逄,13,逄,unihan:identity,162,6,17.0.0
逅,13,逅,unihan:identity,162,6,17.0.0
逆,13,逆,unihan:identity,162,6,17.0.0
选,19,選,char-table:preferred-traditional+unihan:kTraditionalVariant,162,12,17.0.0
逊,17,遜,char-table:preferred-traditional+unihan:kTraditionalVariant,162,10,17.0.0
逋,14,逋,unihan:identity,162,7,17.0.0
逍,14,逍,unihan:identity,162,7,17.0.0
透,14,透,unihan:identity,162,7,17.0.0
逐,14,逐,unihan:identity,162,7,17.0.0
逑,14,逑,unihan:identity,162,7,17.0.0
递,17,遞,char-table:preferred-traditional+unihan:kTraditionalVariant,162,10,17.0.0
途,14,途,unihan:identity,162,7,17.0.0
逖,14,逖,unihan:identity,162,7,17.0.0
逗,14,逗,unihan:identity,162,7,17.0.0
通,14,通,unihan:identity,162,7,17.0.0
逛,14,逛,unihan:identity,162,7,17.0.0
逝,14,逝,unihan:identity,162,7,17.0.0
逞,14,逞,unihan:identity,162,7,17.0.0
速,14,速,unihan:identity,162,7,17.0.0
造,14,造,unihan:identity,162,7,17.0.0
逡,14,逡,unihan:identity,162,7,17.0.0
逢,14,逢,unihan:identity,162,7,17.0.0
逦,26,邐,char-table:preferred-traditional+unihan:kTraditionalVariant,162,19,17.0.0
逭,15,逭,unihan:identity,162,8,17.0.0
逮,15,逮,unihan:identity,162,8,17.0.0
逯,15,逯,unihan:identity,162,8,17.0.0
逴,15,逴,unihan:identity,162,8,17.0.0
逵,15,逵,unihan:identity,162,8,17.0.0
逶,15,逶,unihan:identity,162,8,17.0.0
逸,15,逸,unihan:identity,162,8,17.0.0
逻,26,邏,char-table:preferred-traditional+unihan:kTraditionalVariant,162,19,17.0.0
逼,16,逼,unihan:identity,162,9,17.0.0
逾,16,逾,unihan:identity,162,9,17.0.0
遁,16,遁,unihan:identity,162,9,17.0.0
遂,16,遂,unihan:identity,162,9,17.0.0
遄,16,遄,unihan:identity,162,9,17.0.0
遆,16,遆,unihan:identity,162,9,17.0.0
遇,16,遇,unihan:identity,162,9,17.0.0
遍,16,遍,unihan:identity,162,9,17.0.0
遏,16,遏,unihan:identity,162,9,17.0.0
遐,16,遐,unihan:identity,162,9,17.0.0
遑,16,遑,unihan:identity,162,9,17.0.0
遒,16,遒,unihan:identity,162,9,17.0.0
道,16,道,unihan:identity,162,9,17.0.0
遗,19,遺,char-table:preferred-traditional+unihan:kTraditionalVariant,162,12,17.0.0
遘,17,遘,unihan:identity,162,10,17.0.0
遛,17,遛,unihan:identity,162,10,17.0.0
遢,17,遢,unihan:identity,162,10,17.0.0
遣,17,遣,unihan:identity,162,10,17.0.0
遥,17,遙,unihan:kTraditionalVariant[17.0.0],162,10,17.0.0
遨,18,遨,unihan:identity,162,11,17.0.0
遭,18,遭,unihan:identity,162,11,17.0.0
遮,18,遮,unihan:identity,162,11,17.0.0
遴,19,遴,unihan:identity,162,12,17.0.0
遵,19,遵,unihan:identity,162,12,17.0.0
遹,19,遹,unihan:identity,162,12,17.0.0
遽,20,遽,unihan:identity,162,13,17.0.0
避,20,避,unihan:identity,162,13,17.0.0
邀,20,邀,unihan:identity,162,13,17.0.0
邂,20,邂,unihan:identity,162,13,17.0.0
邃,20,邃,unihan:identity,162,13,17.0.0
邈,21,邈,unihan:identity,162,14,17.0.0
邋,22,邋,unihan:identity,162,15,17.0.0
邑,7,邑,unihan:identity,163,0,17.0.0
邓,19,鄧,char-table:preferred-traditional+unihan:kTraditionalVariant,163,12,17.0.0
邕,10,邕,unihan:identity,163,3,17.0.0
邗,10,邗,unihan:identity,163,3,17.0.0
邘,10,邘,unihan:identity,163,3,17.0.0
邙,10,邙,unihan:identity,163,3,17.0.0
邛,10,邛,unihan:identity,163,3,17.0.0
邝,22,鄺,char-table:preferred-traditional+unihan:kTraditionalVariant,163,15,17.0.0
邠,11,邠,unihan:identity,163,4,17.0.0
邡,11,邡,unihan:identity,163,4,17.0.0
邢,11,邢,unihan:identity,163,4,17.0.0
那,11,那,unihan:identity,163,4,17.0.0
邦,11,邦,unihan:identity,163,4,17.0.0
邨,11,邨,unihan:identity,163,4,17.0.0
邪,11,邪,unihan:identity,163,4,17.0.0
邬,17,鄔,char-table:preferred-traditional+unihan:kTraditionalVariant,163,10,17.0.0
邮,15,郵,char-table:preferred-traditional+unihan:kTraditionalVariant,163,8,17.0.0
邯,12,邯,unihan:identity,163,5,17.0.0
邰,12,邰,unihan:identity,163,5,17.0.0
邱,12,邱,unihan:identity,163,5,17.0.0
邲,12,邲,unihan:identity,163,5,17.0.0
邳,12,邳,unihan:identity,163,5,17.0.0
邴,12,邴,unihan:identity,163,5,17.0.0
邵,12,邵,unihan:identity,163,5,17.0.0
邶,12,邶,unihan:identity,163,5,17.0.0
邸,12,邸,unihan:identity,163,5,17.0.0
邹,17,鄒,char-table:preferred-traditional+unihan:kTraditionalVariant,163,10,17.0.0
邺,20,鄴,char-table:preferred-traditional+unihan:kTraditionalVariant,163,13,17.0.0
邻,19,鄰,char-table:preferred-traditional+unihan:kTraditionalVariant,163,12,17.0.0
邽,13,邽,unihan:identity,163,6,17.0.0
邾,13,邾,unihan:identity,163,6,17.0.0
邿,13,邿,unihan:identity,163,6,17.0.0
郁,29,鬱,char-table:preferred-traditional+unihan:kTraditionalVariant,192,19,17.0.0
郃,13,郃,unihan:identity,163,6,17.0.0
郄,13,郄,unihan:identity,163,6,17.0.0
郅,13,郅,unihan:identity,163,6,17.0.0
郇,13,郇,unihan:identity,163,6,17.0.0
郈,13,郈,unihan:identity,163,6,17.0.0
郊,13,郊,unihan:identity,163,6,17.0.0
郎,13,郎,unihan:identity,163,6,17.0.0
郏,14,郟,char-table:preferred-traditional+unihan:kTraditionalVariant,163,7,17.0.0
郐,20,鄶,char-table:preferred-traditional+unihan:kTraditionalVariant,163,13,17.0.0
郑,19,鄭,char-table:preferred-traditional+unihan:kTraditionalVariant,163,12,17.0.0
郓,16,鄆,char-table:preferred-traditional+unihan:kTraditionalVariant,163,9,17.0.0
郗,14,郗,unihan:identity,163,7,17.0.0
郚,14,郚,unihan:identity,163,7,17.0.0
郛,14,郛,unihan:identity,163,7,17.0.0
郜,14,郜,unihan:identity,163,7,17.0.0
郝,14,郝,unihan:identity,163,7,17.0.0
郡,14,郡,unihan:identity,163,7,17.0.0
郢,14,郢,unihan:identity,163,7,17.0.0
郤,14,郤,unihan:identity,163,7,17.0.0
郦,26,酈,char-table:preferred-traditional+unihan:kTraditionalVariant,163,19,17.0.0
郧,17,鄖,char-table:preferred-traditional+unihan:kTraditionalVariant,163,10,17.0.0
部,15,部,unihan:identity,163,8,17.0.0
郪,15,郪,unihan:identity,163,8,17.0.0
郫,15,郫,unihan:identity,163,8,17.0.0
郭,15,郭,unihan:identity,163,8,17.0.0
郯,15,郯,unihan:identity,163,8,17.0.0
郴,15,郴,unihan:identity,163,8,17.0.0
郸,19,鄲,char-table:preferred-traditional+unihan:kTraditionalVariant,163,12,17.0.0
都,16,都,unihan:identity,163,9,17.0.0
郾,16,郾,unihan:identity,163,9,17.0.0
郿,16,郿,unihan:identity,163,9,17.0.0
鄀,16,鄀,unihan:identity,163,9,17.0.0
鄂,16,鄂,unihan:identity,163,9,17.0.0
鄃,16,鄃,unihan:identity,163,9,17.0.0
鄄,16,鄄,unihan:identity,163,9,17.0.0
